Directorate,Updated,Service,Supplier Name,Amount,Type
Adult & Community Services,05/03/2010,Parks & Open Spaces,Southern Electric Plc,795.34,Revenue
Adult & Community Services,05/03/2010,Parks & Open Spaces,Southern Electric Plc,603.69,Revenue
Adult & Community Services,12/02/2010,Magnet Leisure Centre,Southern Electric Plc,707.91,Revenue
Adult & Community Services,05/03/2010,Magnet Leisure Centre,Southern Electric Plc,856.96,Revenue
Adult & Community Services,31/03/2010,Community Leisure Services,Southern Electric Plc,"1,740.44",Revenue
Adult & Community Services,07/01/2010,Libraries & Information Services,Southern Electric Plc,811.87,Revenue
Adult & Community Services,07/01/2010,Libraries & Information Services,Southern Electric Plc,570.08,Revenue
Adult & Community Services,15/01/2010,Libraries & Information Services,Southern Electric Plc,"1,214.79",Revenue
Adult & Community Services,09/02/2010,Libraries & Information Services,Southern Electric Plc,538.72,Revenue
Adult & Community Services,06/02/2010,Libraries & Information Services,Southern Electric Plc,524.96,Revenue
Adult & Community Services,08/02/2010,Libraries & Information Services,Southern Electric Plc,842.3,Revenue
Adult & Community Services,26/02/2010,Libraries & Information Services,Southern Electric Plc,566.3,Revenue
Adult & Community Services,15/03/2010,Libraries & Information Services,Southern Electric Plc,547.28,Revenue
Adult & Community Services,19/01/2010,Arts,Southern Electric Plc,"3,504.04",Revenue
Adult & Community Services,03/03/2010,Arts,Southern Electric Plc,"3,897.79",Revenue
Adult & Community Services,09/03/2010,Arts,Southern Electric Plc,"3,567.36",Revenue
Children's Services,05/01/2010,ISB,Southern Electric Power Distribution Ltd,"1,972.30",Revenue
Children's Services,24/02/2010,ISB,Southern Electric Power Distribution Ltd,"2,529.64",Revenue
Children's Services,04/03/2010,ISB,Southern Electric Power Distribution Ltd,510.77,Revenue
Children's Services,04/03/2010,ISB,Southern Electric Power Distribution Ltd,"1,076.04",Revenue
Children's Services,30/03/2010,ISB,Southern Insulation Limited,"2,150.00",Revenue
Children's Services,05/02/2010,Education & Childcare Services,Sovereign Cars,"1,939.86",Revenue
Children's Services,05/02/2010,Education & Childcare Services,Sovereign Cars,"12,978.88",Revenue
Children's Services,05/02/2010,Education & Childcare Services,Sovereign Cars,"3,376.62",Revenue
Children's Services,05/02/2010,Education & Childcare Services,Sovereign Cars,823.2,Revenue
Children's Services,08/03/2010,Education & Childcare Services,Sovereign Cars,"1,413.60",Revenue
Children's Services,08/03/2010,Education & Childcare Services,Sovereign Cars,"9,773.48",Revenue
Children's Services,08/03/2010,Education & Childcare Services,Sovereign Cars,"2,936.95",Revenue
Children's Services,08/03/2010,Education & Childcare Services,Sovereign Cars,617.4,Revenue
Children's Services,15/03/2010,Safeguarding & Specialist Services,Sovereign Cars,540,Revenue
Children's Services,15/03/2010,Safeguarding & Specialist Services,Sovereign Cars,800,Revenue
Children's Services,15/03/2010,Safeguarding & Specialist Services,Sovereign Cars,600,Revenue
Children's Services,15/03/2010,Safeguarding & Specialist Services,Sovereign Cars,860,Revenue
Children's Services,31/03/2010,Safeguarding & Specialist Services,Sovereign Cars,905,Revenue
Children's Services,31/03/2010,Safeguarding & Specialist Services,Sovereign Cars,"1,020.00",Revenue
Children's Services,31/03/2010,Safeguarding & Specialist Services,Sovereign Cars,760,Revenue
Children's Services,31/03/2010,Safeguarding & Specialist Services,Sovereign Cars,793,Revenue
Children's Services,31/03/2010,Safeguarding & Specialist Services,Sovereign Cars,686.5,Revenue
Children's Services,31/03/2010,Safeguarding & Specialist Services,Sovereign Cars,689.5,Revenue
Children's Services,31/03/2010,Safeguarding & Specialist Services,Sovereign Cars,735,Revenue
Children's Services,31/03/2010,Safeguarding & Specialist Services,Sovereign Cars,738,Revenue
Children's Services,31/03/2010,Safeguarding & Specialist Services,Sovereign Cars,"1,014.00",Revenue
Children's Services,31/03/2010,Safeguarding & Specialist Services,Sovereign Cars,710,Revenue
Environmental Services,03/03/2010,Local Transport Plan,Spadeoak Construction Co Ltd,"9,977.00",Capital
Environmental Services,31/03/2010,Local Transport Plan,Spadeoak Construction Co Ltd,"22,000.00",Capital
Adult & Community Services,18/03/2010,Library & Information Services,Spadeoak Construction Co Ltd,"6,680.00",Capital
Environmental Services,24/02/2010,Highway Maintenance,Spadeoak Construction Co Ltd,"22,610.00",Revenue
Environmental Services,19/01/2010,Industrial & Commercial Estates,Spadeoak Construction Co Ltd,"19,085.00",Revenue
Children's Services,17/03/2010,ISB,Specialist Crafts Limited,686.91,Revenue
Childrens Services,05/02/2010,Schools-Non Devolved,Specialist Engineering Contracts Limited (SEC Ltd),"9,155.70",Capital
Children's Services,02/02/2010,ISB,SPG Education Services,"3,526.00",Revenue
Children's Services,05/01/2010,ISB,Sports Eduction Academy,666.68,Revenue
Children's Services,08/02/2010,ISB,Sports Eduction Academy,"2,333.34",Revenue
Children's Services,18/02/2010,ISB,Sports Eduction Academy,666.68,Revenue
Children's Services,18/03/2010,ISB,Sports Eduction Academy,500.01,Revenue
Children's Services,08/02/2010,ISB,Sportswear International Ltd,872.7,Revenue
Children's Services,03/02/2010,ISB,SQ2 Limited,757,Revenue
Children's Services,15/01/2010,Education & Childcare Services,St Bernards Travel Club,"1,797.50",Revenue
Children's Services,24/02/2010,Education & Childcare Services,St Bernards Travel Club,"2,439.47",Revenue
Children's Services,08/03/2010,Education & Childcare Services,St Bernards Travel Club,"1,925.90",Revenue
Children's Services,12/01/2010,DSG Education & Childcare Services,St Christophers School,"45,476.01",Revenue
Children's Services,12/01/2010,DSG Education & Childcare Services,St Christophers School,"57,446.87",Revenue
Adult & Community Services,05/01/2010,Learning Disability,St Davids Care in the Community Ltd,"1,897.20",Revenue
Adult & Community Services,01/02/2010,Learning Disability,St Davids Care in the Community Ltd,"1,713.60",Revenue
Adult & Community Services,02/03/2010,Learning Disability,St Davids Care in the Community Ltd,"1,897.20",Revenue
Children's Services,13/01/2010,ISB,St Edmund Campion Parish Nursery,"23,317.73",Revenue
Children's Services,02/03/2010,ISB,St Edmund Campion Parish Nursery,"10,460.52",Revenue
Adult & Community Services,19/01/2010,Elderly & Physical Disability,St Elizabeths School,"3,609.73",Revenue
Adult & Community Services,10/02/2010,Elderly & Physical Disability,St Elizabeths School,"3,260.40",Revenue
Adult & Community Services,16/03/2010,Elderly & Physical Disability,St Elizabeths School,"3,609.73",Revenue
Adult & Community Services,19/01/2010,Learning Disability,St Elizabeths School,"9,442.75",Revenue
Adult & Community Services,08/02/2010,Learning Disability,St Elizabeths School,"8,528.94",Revenue
Adult & Community Services,12/03/2010,Learning Disability,St Elizabeths School,"9,442.75",Revenue
Adult & Community Services,12/02/2010,Windsor Leisure Centre,St Elmo Consultants Ltd,"1,950.00",Revenue
Children's Services,13/01/2010,ISB,St Francis Pre School,"13,126.13",Revenue
Children's Services,02/03/2010,ISB,St Francis Pre School,"2,742.38",Revenue
Children's Services,13/01/2010,ISB,St George's School,"22,857.56",Revenue
Children's Services,02/03/2010,ISB,St George's School,"3,944.94",Revenue
Adult & Community Services,15/03/2010,Community Leisure Services,St John Ambulance,516,Revenue
"Policy,Performance & Planning",07/01/2010,Town Management,St John Ambulance,516,Revenue
Children's Services,08/02/2010,DSG Education & Childcare Services,St Johns Residential School,"27,171.00",Revenue
Adult & Community Services,08/01/2010,Elderly & Physical Disability,St Marks Nursing Centre,"2,339.92",Revenue
Adult & Community Services,19/01/2010,Elderly & Physical Disability,St Marks Nursing Centre,"42,937.20",Revenue
Adult & Community Services,18/01/2010,Elderly & Physical Disability,St Marks Nursing Centre,"1,990.42",Revenue
Adult & Community Services,04/02/2010,Elderly & Physical Disability,St Marks Nursing Centre,"42,937.20",Revenue
Adult & Community Services,08/02/2010,Elderly & Physical Disability,St Marks Nursing Centre,"2,113.48",Revenue
Adult & Community Services,08/02/2010,Elderly & Physical Disability,St Marks Nursing Centre,"3,580.00",Revenue
Adult & Community Services,10/02/2010,Elderly & Physical Disability,St Marks Nursing Centre,"1,797.80",Revenue
Adult & Community Services,09/03/2010,Elderly & Physical Disability,St Marks Nursing Centre,"2,339.92",Revenue
Adult & Community Services,09/03/2010,Elderly & Physical Disability,St Marks Nursing Centre,"3,963.57",Revenue
Adult & Community Services,13/03/2010,Elderly & Physical Disability,St Marks Nursing Centre,"42,937.20",Revenue
Adult & Community Services,16/03/2010,Elderly & Physical Disability,St Marks Nursing Centre,"1,990.42",Revenue
Children's Services,13/01/2010,ISB,St Marys Pre School,"15,968.61",Revenue
Children's Services,02/03/2010,ISB,St Marys Pre School,"3,456.99",Revenue
Childrens Services,03/03/2010,Non Schools,St Peters Furze Platt P.C.C.,"2,000.00",Capital
Children's Services,18/01/2010,ISB,St Pirans School Ltd,"25,724.19",Revenue
Children's Services,02/03/2010,ISB,St Pirans School Ltd,"5,144.09",Revenue
Adult & Community Services,12/02/2010,Magnet Leisure Centre,St Pirans School Ltd,598.5,Revenue
Adult & Community Services,08/01/2010,Learning Disability,Stable Family Home Trust,"1,816.29",Revenue
Adult & Community Services,08/01/2010,Learning Disability,Stable Family Home Trust,736.76,Revenue
Adult & Community Services,05/03/2010,Learning Disability,Stable Family Home Trust,"1,640.52",Revenue
Adult & Community Services,05/03/2010,Learning Disability,Stable Family Home Trust,736.76,Revenue
Adult & Community Services,23/03/2010,Learning Disability,Stable Family Home Trust,"1,816.29",Revenue
Adult & Community Services,23/03/2010,Learning Disability,Stable Family Home Trust,736.76,Revenue
Environmental Services,19/03/2010,Parking Schemes,Stag  Property Maintenance,"5,000.00",Capital
Environmental Services,29/03/2010,Parking Schemes,Stag  Property Maintenance,"1,350.00",Capital
Environmental Services,29/01/2010,On Street Parking,Stag  Property Maintenance,"1,720.00",Revenue
Environmental Services,24/03/2010,On Street Parking,Stag  Property Maintenance,"2,120.00",Revenue
Environmental Services,24/03/2010,On Street Parking,Stag  Property Maintenance,750,Revenue
Children's Services,30/03/2010,DSG Funded School Costs,STAIS---Slough Translation&Interpreting Service,"3,107.52",Revenue
Children's Services,23/03/2010,Families & Young People,STAIS---Slough Translation&Interpreting Service,704.4,Revenue
Children's Services,11/02/2010,Safeguarding & Specialist Services,STAIS---Slough Translation&Interpreting Service,740.4,Revenue
Adult & Community Services,05/02/2010,Magnet Leisure Centre,Stanley Security Solutions,"1,573.92",Revenue
Children's Services,11/03/2010,Safeguarding & Specialist Services,Staples UK Limited,577.11,Revenue
Children's Services,29/01/2010,Education & Childcare Services,Stars Pre-Nursery,745.48,Revenue
Children's Services,13/01/2010,ISB,Stars Pre-Nursery,"4,345.20",Revenue
Children's Services,02/03/2010,ISB,Stars Pre-Nursery,734.85,Revenue
Environmental Services,05/02/2010,Road Safety & Crossing Patrols,Stennik Advertising Limited,"1,959.00",Revenue
Adult & Community Services,24/03/2010,Housing General,Stephen Uren and Co,"1,200.00",Revenue
Childrens Services,25/03/2010,Non Schools,Stepping Stones Playgroup,650,Capital
Children's Services,13/01/2010,ISB,Stepping Stones Playgroup,"15,805.67",Revenue
Children's Services,02/03/2010,ISB,Stepping Stones Playgroup,"4,280.24",Revenue
Adult & Community Services,14/01/2010,Elderly & Physical Disability,Steve Lewis,"1,116.00",Revenue
Adult & Community Services,06/01/2010,Leisure Centres,STL Services,"13,140.00",Capital
Adult & Community Services,01/02/2010,Leisure Centres,STL Services,"10,900.00",Capital
Adult & Community Services,01/02/2010,Leisure Centres,STL Services,"2,225.00",Capital
Adult & Community Services,02/02/2010,Cemeteries & Churchyards,STL Services,720,Revenue
Adult & Community Services,01/03/2010,Magnet Leisure Centre,STL Services,"5,500.00",Revenue
Adult & Community Services,05/03/2010,Magnet Leisure Centre,STL Services,600,Revenue
Adult & Community Services,17/03/2010,Magnet Leisure Centre,STL Services,"8,480.00",Revenue
Adult & Community Services,17/03/2010,Magnet Leisure Centre,STL Services,590,Revenue
Adult & Community Services,17/03/2010,Magnet Leisure Centre,STL Services,820,Revenue
Children's Services,10/03/2010,ISB,Stone Computers,"2,904.00",Revenue
Environmental Services,29/03/2010,Highway Maintenance,Street Furnishings Limited,787.5,Revenue
Environmental Services,29/03/2010,Highway Maintenance,Street Furnishings Limited,956.78,Revenue
Adult & Community Services,14/01/2010,Outdoor Facilities,Streetmaster Products(South Wales)Limited,"3,134.00",Capital
Adult & Community Services,20/02/2010,Outdoor Facilities,Streetmaster Products(South Wales)Limited,"3,380.00",Capital
Adult & Community Services,17/03/2010,Outdoor Facilities,Streetmaster Products(South Wales)Limited,"3,222.00",Capital
Adult & Community Services,30/03/2010,Parks & Open Spaces,Streetmaster Products(South Wales)Limited,"3,165.20",Revenue
Environmental Services,26/01/2010,Environmental Health,StreetUK Limited - Pooled Client Monies,"3,500.00",Revenue
Environmental Services,26/01/2010,Environmental Health,StreetUK Limited - Pooled Client Monies,"1,500.00",Revenue
Environmental Services,26/01/2010,Environmental Health,StreetUK Limited - Pooled Client Monies,"1,110.00",Revenue
Environmental Services,26/01/2010,Environmental Health,StreetUK Limited - Pooled Client Monies,"1,700.00",Revenue
Environmental Services,20/03/2010,Operations,Subscan Technology Ltd,"6,600.00",Capital
"Policy,Performance & Planning",16/01/2010,Planning & Development Team,Subscan Technology Ltd,"12,340.00",Capital
Adult & Community Services,08/03/2010,Adult Social Care Management,Sue Bestjan Consulting Ltd,"2,250.00",Revenue
Environmental Services,18/01/2010,Trading Accounts,Summerleaze Ltd,"1,077.74",Revenue
Environmental Services,08/02/2010,Trading Accounts,Summerleaze Ltd,718.49,Revenue
Childrens Services,13/02/2010,Schools-Devolved Capital,Sun and Shade Ltd,"3,896.00",Capital
Childrens Services,05/03/2010,Schools-Devolved Capital,Sun and Shade Ltd,"5,844.00",Capital
Children's Services,03/02/2010,Safeguarding & Specialist Services,Sunbeam Fostering Agency Limited,"3,587.89",Revenue
Children's Services,03/02/2010,Safeguarding & Specialist Services,Sunbeam Fostering Agency Limited,"3,399.37",Revenue
Children's Services,03/02/2010,Safeguarding & Specialist Services,Sunbeam Fostering Agency Limited,"3,587.89",Revenue
Children's Services,24/02/2010,Safeguarding & Specialist Services,Sunbeam Fostering Agency Limited,"3,587.89",Revenue
Children's Services,24/02/2010,Safeguarding & Specialist Services,Sunbeam Fostering Agency Limited,"3,399.37",Revenue
Children's Services,09/03/2010,Safeguarding & Specialist Services,Sunbeam Fostering Agency Limited,"1,620.34",Revenue
Children's Services,24/03/2010,Safeguarding & Specialist Services,Sunbeam Fostering Agency Limited,"3,240.68",Revenue
Children's Services,24/03/2010,Safeguarding & Specialist Services,Sunbeam Fostering Agency Limited,"3,070.40",Revenue
Children's Services,30/03/2010,Safeguarding & Specialist Services,Sunbeam Fostering Agency Limited,"3,587.89",Revenue
Children's Services,31/03/2010,Safeguarding & Specialist Services,Sunbeam Fostering Agency Limited,"3,399.37",Revenue
Environmental Services,14/01/2010,Public Protection,Sunbench Ltd T/A Trade Windows,"1,172.00",Capital
Environmental Services,23/03/2010,Public Protection,Sunbench Ltd T/A Trade Windows,"1,578.00",Capital
Resources,23/03/2010,Corporate IT,Sungard Availability Services (UK) Limited,"43,217.20",Revenue
Childrens Services,15/03/2010,Non Schools,Sunningdale Pre School,650,Capital
Children's Services,13/01/2010,ISB,Sunningdale Pre School,"12,582.98",Revenue
Children's Services,02/03/2010,ISB,Sunningdale Pre School,"2,220.53",Revenue
Children's Services,03/03/2010,ISB,Sunningdale Turf Supplies,544.68,Revenue
Children's Services,03/03/2010,Children's Services Management Team,Supplies Team,742.5,Revenue
Children's Services,24/03/2010,Families & Young People,Supplies Team,739.86,Revenue
Adult & Community Services,05/01/2010,Learning Disability,Surrey County Council,723.12,Revenue
Adult & Community Services,25/03/2010,Learning Disability,Surrey County Council,"1,509.12",Revenue
Children's Services,04/01/2010,DSG Education & Childcare Services,Susan Lynch,900,Revenue
Children's Services,25/02/2010,DSG Education & Childcare Services,Susan Lynch,900,Revenue
Adult & Community Services,05/03/2010,Magnet Leisure Centre,Suzanne Saunders,528,Revenue
"Policy,Performance & Planning",12/02/2010,Development Control,Sweet & Maxwell Ltd,890,Revenue
Children's Services,05/03/2010,DSG Funded School Costs,Sylva Consultancy,"7,671.25",Revenue
Adult & Community Services,04/01/2010,Learning Disability,Symbol Signs Ltd,725,Revenue
Children's Services,29/03/2010,ISB,T G Roofing,"2,170.00",Revenue
Adult & Community Services,05/02/2010,Windsor Leisure Centre,T J Foster & Co Ltd,510,Revenue
Adult & Community Services,20/03/2010,Windsor Leisure Centre,T J Foster & Co Ltd,"1,037.00",Revenue
Children's Services,24/02/2010,Safeguarding & Specialist Services,TACT (The Adolescent & Childrens Trust),973.26,Revenue
Children's Services,24/03/2010,Safeguarding & Specialist Services,TACT (The Adolescent & Childrens Trust),"3,352.34",Revenue
Children's Services,24/03/2010,Safeguarding & Specialist Services,TACT (The Adolescent & Childrens Trust),"3,027.92",Revenue
"Policy,Performance & Planning",16/02/2010,Corporate Comms & Marketing,Talking Newspaper Enterprises Ltd,848.48,Revenue
Environmental Services,25/01/2010,Trading Accounts,Target Vehicle Hire Limited,590.66,Revenue
Childrens Services,29/01/2010,Schools-Non Devolved,Taskspace Interiors,"23,997.09",Capital
Childrens Services,31/03/2010,Schools-Non Devolved,Taskspace Interiors,"18,026.42",Capital
Children's Services,26/01/2010,ISB,Taskspace Interiors,"2,122.49",Revenue
Environmental Services,30/03/2010,CCTV,Tavcom Limited,915,Revenue
Children's Services,04/01/2010,ISB,Teach,558,Revenue
Children's Services,18/01/2010,ISB,Teach,558,Revenue
Children's Services,29/03/2010,LA Funded Schools Costs,Teachers Pensions,"2,093.25",Revenue
Children's Services,29/03/2010,LA Funded Schools Costs,Teachers Pensions,"7,420.50",Revenue
Children's Services,21/01/2010,ISB,Teaching Personnel,925,Revenue
Children's Services,21/01/2010,ISB,Teaching Personnel Ltd,925,Revenue
Children's Services,21/01/2010,ISB,Teaching Personnel Ltd,925,Revenue
Children's Services,21/01/2010,ISB,Teaching Personnel Ltd,925,Revenue
Children's Services,04/01/2010,ISB,Teaching Personnel Ltd,"1,338.00",Revenue
Children's Services,04/01/2010,ISB,Teaching Personnel Ltd,"1,715.00",Revenue
Children's Services,01/02/2010,ISB,Teaching Personnel Ltd,828,Revenue
Children's Services,01/02/2010,ISB,Teaching Personnel Ltd,621,Revenue
Children's Services,22/02/2010,ISB,Teaching Personnel Ltd,925,Revenue
Children's Services,22/02/2010,ISB,Teaching Personnel Ltd,925,Revenue
Children's Services,22/02/2010,ISB,Teaching Personnel Ltd,740,Revenue
Children's Services,22/02/2010,ISB,Teaching Personnel Ltd,555,Revenue
Children's Services,15/02/2010,ISB,Teaching Personnel Ltd,791,Revenue
Children's Services,25/02/2010,ISB,Teaching Personnel Ltd,"1,545.00",Revenue
Children's Services,18/03/2010,ISB,Teaching Personnel Ltd,925,Revenue
Children's Services,18/03/2010,ISB,Teaching Personnel Ltd,925,Revenue
Children's Services,09/03/2010,ISB,Teaching Personnel Ltd,"2,070.00",Revenue
Children's Services,16/03/2010,ISB,Teaching Personnel Ltd,"1,035.00",Revenue
Children's Services,18/03/2010,ISB,Teaching Personnel Ltd,555,Revenue
Children's Services,23/03/2010,ISB,Teaching Personnel Ltd,"2,382.00",Revenue
Children's Services,23/03/2010,ISB,Teaching Personnel Ltd,"1,190.00",Revenue
Children's Services,29/03/2010,ISB,Teaching Personnel Ltd,"1,325.00",Revenue
Children's Services,12/02/2010,ISB,Team Teach Ltd,"1,146.00",Revenue
Children's Services,10/03/2010,DSG Education & Childcare Services,Techno Vision Systems,570,Revenue
Resources,10/02/2010,Corporate IT,Telewest Communications Ltd,"2,800.00",Revenue
Children's Services,31/03/2010,ISB,Thames Forge Ltd,530,Revenue
Environmental Services,15/02/2010,Waste Management,Thames Hospicecare,"4,275.59",Revenue
Children's Services,29/01/2010,ISB,Thames Motor Group (Slough) Ltd,546.95,Revenue
Environmental Services,13/02/2010,Admin Buildings & Depots,Thames Services Group Ltd,"1,853.01",Revenue
Environmental Services,08/03/2010,Admin Buildings & Depots,Thames Services Group Ltd,"1,853.01",Revenue
Environmental Services,31/03/2010,Admin Buildings & Depots,Thames Services Group Ltd,"1,878.01",Revenue
Children's Services,24/02/2010,Safeguarding & Specialist Services,Thames Valley Adventure Playground,785,Revenue
Adult & Community Services,29/01/2010,Elderly & Physical Disability,Thames Valley Care at Home Service,"16,543.41",Revenue
Adult & Community Services,26/02/2010,Elderly & Physical Disability,Thames Valley Care at Home Service,"19,217.26",Revenue
Adult & Community Services,28/03/2010,Elderly & Physical Disability,Thames Valley Care at Home Service,"19,401.54",Revenue
Environmental Services,29/03/2010,Crime and Disorder,Thames Valley CRIMESTOPPERS,"2,571.00",Revenue
"Policy,Performance & Planning",25/01/2010,Joint Strategic Planning,Thames Valley Economic Partnership Ltd,"20,000.00",Revenue
Environmental Services,29/03/2010,Crime and Disorder,Thames Valley Partnership,"3,000.00",Revenue
Environmental Services,01/02/2010,Operations,Thames Valley Police Authority,"2,500.00",Capital
Environmental Services,24/02/2010,Operations,Thames Valley Police Authority,"2,923.44",Capital
Environmental Services,21/01/2010,Crime and Disorder,Thames Valley Police Authority,"14,049.86",Revenue
Environmental Services,12/02/2010,Crime and Disorder,Thames Valley Police Authority,"14,000.00",Revenue
Environmental Services,15/03/2010,Crime and Disorder,Thames Valley Police Authority,500,Revenue
Adult & Community Services,19/03/2010,Elderly & Physical Disability,Thames Valley Positive Support,"18,000.00",Revenue
Environmental Services,15/02/2010,Public Conveniences,Thames Water Utilities Ltd,910.68,Revenue
Environmental Services,15/02/2010,Public Conveniences,Thames Water Utilities Ltd,"1,748.81",Revenue
Environmental Services,28/01/2010,Admin Buildings & Depots,Thames Water Utilities Ltd,599.45,Revenue
Environmental Services,08/03/2010,Admin Buildings & Depots,Thames Water Utilities Ltd,"3,257.66",Revenue
Children's Services,29/01/2010,ISB,Thames Water Utilities Ltd,971.32,Revenue
Children's Services,10/02/2010,ISB,Thames Water Utilities Ltd,"2,008.30",Revenue
Adult & Community Services,15/02/2010,Parks & Open Spaces,Thames Water Utilities Ltd,807.16,Revenue
Adult & Community Services,06/01/2010,Windsor Leisure Centre,Thames Water Utilities Ltd,"4,352.29",Revenue
Adult & Community Services,12/02/2010,Windsor Leisure Centre,Thames Water Utilities Ltd,"5,920.35",Revenue
Adult & Community Services,03/03/2010,Windsor Leisure Centre,Thames Water Utilities Ltd,"6,404.69",Revenue
Adult & Community Services,31/03/2010,Windsor Leisure Centre,Thames Water Utilities Ltd,"6,438.15",Revenue
Adult & Community Services,20/01/2010,Magnet Leisure Centre,Thames Water Utilities Ltd,699.04,Revenue
Adult & Community Services,12/02/2010,Magnet Leisure Centre,Thames Water Utilities Ltd,720.09,Revenue
Adult & Community Services,12/03/2010,Magnet Leisure Centre,Thames Water Utilities Ltd,699.36,Revenue
Adult & Community Services,31/03/2010,Magnet Leisure Centre,Thames Water Utilities Ltd,500.4,Revenue
Childrens Services,22/01/2010,Non Schools,The Anthony Smith Partnership,"1,341.50",Capital
Childrens Services,05/02/2010,Non Schools,The Anthony Smith Partnership,750,Capital
Childrens Services,18/02/2010,Non Schools,The Anthony Smith Partnership,"1,081.50",Capital
Childrens Services,19/02/2010,Schools-Non Devolved,The Anthony Smith Partnership,"8,000.00",Capital
Childrens Services,10/03/2010,Schools-Non Devolved,The Anthony Smith Partnership,715,Capital
Childrens Services,09/03/2010,Schools-Devolved Capital,The Anthony Smith Partnership,"1,344.31",Capital
Childrens Services,22/03/2010,Non Schools,The Anthony Smith Partnership,935,Capital
Environmental Services,29/03/2010,Admin Buildings & Depots,The Anthony Smith Partnership,"14,021.34",Revenue
Children's Services,29/01/2010,ISB,The Anthony Smith Partnership,550,Revenue
Children's Services,05/02/2010,ISB,The Anthony Smith Partnership,800,Revenue
Adult & Community Services,29/03/2010,Arts,The Arch Bronze Foundry,"3,000.00",Revenue
"Policy,Performance & Planning",25/01/2010,Town Management,The Association of Town Centre Management,570,Revenue
Children's Services,15/03/2010,Families & Young People,The Award Scheme Ltd,614.53,Revenue
Children's Services,29/03/2010,Families & Young People,The Award Scheme Ltd,718.03,Revenue
Adult & Community Services,31/03/2010,Magnet Leisure Centre,The Beerwarehouse,967.71,Revenue
Children's Services,06/02/2010,Education & Childcare Services,The Berkshire Business Education Aliance Limited,"25,101.00",Revenue
"Policy,Performance & Planning",31/03/2010,Joint Strategic Planning,The Berkshire Business Education Aliance Limited,"6,500.00",Revenue
Adult & Community Services,18/01/2010,Elderly & Physical Disability,The Berkshire Nursing Home,"2,605.77",Revenue
Adult & Community Services,10/02/2010,Elderly & Physical Disability,The Berkshire Nursing Home,"2,353.60",Revenue
Adult & Community Services,16/03/2010,Elderly & Physical Disability,The Berkshire Nursing Home,"2,605.77",Revenue
Children's Services,03/03/2010,ISB,The Berystede Hotel,519.15,Revenue
Children's Services,09/03/2010,Families & Young People,The Bridge Trust Thames Valley,"1,659.00",Revenue
Children's Services,09/03/2010,Families & Young People,The Bridge Trust Thames Valley,"6,636.00",Revenue
Children's Services,13/01/2010,ISB,The Brigidine School,"10,040.73",Revenue
Children's Services,02/03/2010,ISB,The Brigidine School,"3,041.02",Revenue
Adult & Community Services,11/02/2010,Libraries & Information Services,The British Library,646.38,Revenue
Adult & Community Services,30/03/2010,Libraries & Information Services,The British Library,646.38,Revenue
Resources,17/03/2010,Corporate HR,The Chartered Institute of Marketing,"1,392.00",Revenue
Children's Services,11/02/2010,DSG Education & Childcare Services,The Children's Trust,"1,365.00",Revenue
Children's Services,18/02/2010,Safeguarding & Specialist Services,The Chiltern Centre for Disabled Children,"2,349.00",Revenue
Children's Services,25/03/2010,Safeguarding & Specialist Services,The Chiltern Centre for Disabled Children,"1,296.00",Revenue
Children's Services,09/03/2010,Families & Young People,The Clewer Youth & Community Centre,540,Revenue
Children's Services,09/03/2010,Families & Young People,The Clewer Youth & Community Centre,"5,496.70",Revenue
Children's Services,23/03/2010,Families & Young People,The Consortium,511.51,Revenue
Children's Services,11/03/2010,ISB,The Consortium,967.26,Revenue
Children's Services,10/03/2010,ISB,The Consortium,622.64,Revenue
Children's Services,30/03/2010,Safeguarding & Specialist Services,The Consortium,"1,148.79",Revenue
Adult & Community Services,31/03/2010,Learning Disability,The Consortium,685.39,Revenue
Adult & Community Services,12/01/2010,Elderly & Physical Disability,The Cookham Riverside Residential NursingHome,"2,985.30",Revenue
Adult & Community Services,12/01/2010,Elderly & Physical Disability,The Cookham Riverside Residential NursingHome,"4,032.17",Revenue
Adult & Community Services,18/01/2010,Elderly & Physical Disability,The Cookham Riverside Residential NursingHome,"3,231.75",Revenue
Adult & Community Services,08/02/2010,Elderly & Physical Disability,The Cookham Riverside Residential NursingHome,"2,696.40",Revenue
Adult & Community Services,08/02/2010,Elderly & Physical Disability,The Cookham Riverside Residential NursingHome,"3,641.96",Revenue
Adult & Community Services,10/02/2010,Elderly & Physical Disability,The Cookham Riverside Residential NursingHome,"2,919.00",Revenue
Adult & Community Services,09/03/2010,Elderly & Physical Disability,The Cookham Riverside Residential NursingHome,"2,985.30",Revenue
Adult & Community Services,09/03/2010,Elderly & Physical Disability,The Cookham Riverside Residential NursingHome,"4,032.17",Revenue
Adult & Community Services,16/03/2010,Elderly & Physical Disability,The Cookham Riverside Residential NursingHome,"3,231.75",Revenue
Adult & Community Services,18/01/2010,Elderly & Physical Disability,The Cornerways,"7,027.99",Revenue
Adult & Community Services,10/02/2010,Elderly & Physical Disability,The Cornerways,"7,027.99",Revenue
Adult & Community Services,16/03/2010,Elderly & Physical Disability,The Cornerways,"7,027.99",Revenue
Childrens Services,02/02/2010,Schools-Devolved Capital,The Court Company UK Ltd,"6,805.00",Capital
Childrens Services,02/02/2010,Schools-Devolved Capital,The Court Company UK Ltd,"1,380.00",Capital
Childrens Services,05/03/2010,Schools-Devolved Capital,The Court Company UK Ltd,"18,318.00",Capital
